Games	Sport	Event	Gender	Medallist	CountryCode	CountryName	Medal	Result	Unit	ResultInSeconds
1980	Rowing	Coxless Fours Men	Men	"Stefan Semmler, J?rgen Thiele, Siegfried Brietzke, Andreas Decker"	GDR	Germany	Gold	06:08.2	M:S:DD	368.17
1980	Rowing	Coxless Fours Men	Men	"Valery Dolinin, Aleksey Kamkin, Aleksandr Kulagin, Vitaly Yeliseyev"	URS	Russia	Silver	06:11.8	M:S:DD	371.81
1980	Rowing	Coxless Fours Men	Men	"David Townsend, Ian McNuff, Martin Cross, John Beattie"	GBR	Great Britain	Bronze	06:16.6	M:S:DD	376.58
1980	Rowing	Coxless Pairs Men	Men	"Bernd Landvoigt, J?rg Landvoigt"	GDR	Germany	Gold	06:48.0	M:S:DD	408.01
1980	Rowing	Coxless Pairs Men	Men	"Nikolay Pimenov, Yury Pimenov"	URS	Russia	Silver	06:50.5	M:S:DD	410.5
1980	Rowing	Coxless Pairs Men	Men	"Malcolm Carmichael, Charles Wiggin"	GBR	Great Britain	Bronze	06:51.5	M:S:DD	411.47
1980	Rowing	Double Sculls Men	Men	"Klaus Kr?ppelien, Joachim Dreifke"	GDR	Germany	Gold	06:24.3	M:S:DD	384.33
1980	Rowing	Double Sculls Men	Men	"Zoran Pancic, Milorad Stanulov"	YUG	Yugoslavia	Silver	06:26.3	M:S:DD	386.34
1980	Rowing	Double Sculls Men	Men	"Zdenek Pecka, V?clav Vochoska"	CZE	Czech Republic	Bronze	06:29.1	M:S:DD	389.07
1980	Rowing	Eights Men	Men	"Ulrich Kons, Hans-Peter Koppe, Ulrich Karnatz, J?rg Friedrich, Bernd H?ing, Uwe D?hring, Jens Dobersch?tz, Bernd Krau?, Klaus-Dieter Ludwig"	GDR	Germany	Gold	05:49.1	M:S:DD	349.05
1980	Rowing	Eights Men	Men	"Chris Mahoney, Duncan McDougall, Malcolm McGowan, Colin Moynihan, John Pritchard, Richard Stanhope, John Clay, Andrew Justice, Allan Whitwell"	GBR	Great Britain	Silver	05:51.9	M:S:DD	351.92
1980	Rowing	Eights Men	Men	"Viktor Kakoshin, Grigory Dmitrenko, Andrey Tishchenko, Aleksandr Tkachenko, Jonas Pinskus, Jonas Narmontas, Aleksandr Matsevich, Igor Maystrenko, Andrey Lugin"	URS	Russia	Bronze	05:52.7	M:S:DD	352.66
1980	Rowing	Quadruple Sculls Men	Men	"Martin Winter, Frank Dundr, Karsten Bunk, Uwe Heppner"	GDR	Germany	Gold	05:49.8	M:S:DD	349.81
1980	Rowing	Quadruple Sculls Men	Men	"Nikolay Dovgan, Valery Kleshnyov, Yevgeny Barbakov, Yury Shapochka"	URS	Russia	Silver	05:51.5	M:S:DD	351.47
1980	Rowing	Quadruple Sculls Men	Men	"Lyubomir Petrov, Ivo Rusev, Mincho Nikolov, Bogdan Dobrev"	BUL	Bulgaria	Bronze	05:52.4	M:S:DD	352.38
1980	Rowing	Single Sculls Men	Men	Pertti Karppinen	FIN	Finland	Gold	07:09.6	M:S:DD	429.61
1980	Rowing	Single Sculls Men	Men	Vasily Yakusha	URS	Russia	Silver	07:11.7	M:S:DD	431.66
1980	Rowing	Single Sculls Men	Men	Peter Kersten	GDR	Germany	Bronze	07:14.9	M:S:DD	434.88
1980	Swimming	100m Backstroke Men	Men	Bengt Baron	SWE	Sweden	Gold	56.53	M:S:DD	56.53
1980	Swimming	100m Backstroke Men	Men	Viktor Kuznetsov	URS	Russia	Silver	56.99	M:S:DD	56.99
1980	Swimming	100m Backstroke Men	Men	Vladimir Dolgov	URS	Russia	Bronze	57.63	M:S:DD	57.63
1980	Swimming	100m Backstroke Women	Women	Rica Reinisch	GDR	Germany	Gold	01:00.9	M:S:DD	60.86
1980	Swimming	100m Backstroke Women	Women	Ina Kleber	GDR	Germany	Silver	01:02.1	M:S:DD	62.07
1980	Swimming	100m Backstroke Women	Women	Petra Riedel	GDR	Germany	Bronze	01:02.6	M:S:DD	62.64
1980	Swimming	100m Breaststroke Men	Men	Duncan Goodhew	GBR	Great Britain	Gold	01:03.4	M:S:DD	63.44
1980	Swimming	100m Breaststroke Men	Men	Arsen Miskarov	URS	Russia	Silver	01:03.8	M:S:DD	63.82
1980	Swimming	100m Breaststroke Men	Men	Peter Evans	AUS	Australia	Bronze	01:04.0	M:S:DD	63.96
1980	Swimming	100m Breaststroke Women	Women	Ute Geweniger	GDR	Germany	Gold	01:10.2	M:S:DD	70.22
1980	Swimming	100m Breaststroke Women	Women	Elvira Vasilkova	URS	Russia	Silver	01:10.4	M:S:DD	70.41
1980	Swimming	100m Breaststroke Women	Women	Susanne Nielsson	DEN	Denmark	Bronze	01:11.2	M:S:DD	71.16
1980	Swimming	100m Butterfly Men	Men	P?r Arvidsson	SWE	Sweden	Gold	54.92	M:S:DD	54.92
1980	Swimming	100m Butterfly Men	Men	Roger Pyttel	GDR	Germany	Silver	54.94	M:S:DD	54.94
1980	Swimming	100m Butterfly Men	Men	David L?pez-Zubero	ESP	Spain	Bronze	55.13	M:S:DD	55.13
1980	Swimming	100m Butterfly Women	Women	Caren Metschuck	GDR	Germany	Gold	01:00.4	M:S:DD	60.42
1980	Swimming	100m Butterfly Women	Women	Andrea Pollack	GDR	Germany	Silver	01:00.9	M:S:DD	60.9
1980	Swimming	100m Butterfly Women	Women	Christiane Knacke	GDR	Germany	Bronze	01:01.4	M:S:DD	61.44
1980	Swimming	100m Freestyle Men	Men	J?rg Woithe	GDR	Germany	Gold	50.4	M:S:DD	50.4
1980	Swimming	100m Freestyle Men	Men	Per Holmertz	SWE	Sweden	Silver	50.91	M:S:DD	50.91
1980	Swimming	100m Freestyle Men	Men	Per Johansson	SWE	Sweden	Bronze	51.29	M:S:DD	51.29
1980	Swimming	100m Freestyle Women	Women	Barbara Krause	GDR	Germany	Gold	54.79	M:S:DD	54.79
1980	Swimming	100m Freestyle Women	Women	Caren Metschuck	GDR	Germany	Silver	55.16	M:S:DD	55.16
1980	Swimming	100m Freestyle Women	Women	Ines Diers	GDR	Germany	Bronze	55.65	M:S:DD	55.65
1980	Swimming	1500m Freestyle Men	Men	Vladimir Salnikov	URS	Russia	Gold	14:58.3	M:S:DD	898.27
1980	Swimming	1500m Freestyle Men	Men	Aleksandr Chayev	URS	Russia	Silver	15:14.3	M:S:DD	914.3
1980	Swimming	1500m Freestyle Men	Men	Max Metzker	AUS	Australia	Bronze	15:14.5	M:S:DD	914.49
1980	Swimming	200m Backstroke Men	Men	S?ndor Wlad?r	HUN	Hungary	Gold	02:01.9	M:S:DD	121.93
1980	Swimming	200m Backstroke Men	Men	Zolt?n Verraszt?	HUN	Hungary	Silver	02:02.4	M:S:DD	122.4
1980	Swimming	200m Backstroke Men	Men	Mark Kerry	AUS	Australia	Bronze	02:03.1	M:S:DD	123.14
1980	Swimming	200m Backstroke Women	Women	Rica Reinisch	GDR	Germany	Gold	02:11.8	M:S:DD	131.77
1980	Swimming	200m Backstroke Women	Women	Cornelia Polit	GDR	Germany	Silver	02:13.7	M:S:DD	133.75
1980	Swimming	200m Backstroke Women	Women	Birgit Treiber	GDR	Germany	Bronze	02:14.1	M:S:DD	134.14
1980	Swimming	200m Breaststroke Men	Men	Robertas Zulpa	URS	Russia	Gold	02:15.9	M:S:DD	135.85
1980	Swimming	200m Breaststroke Men	Men	Alb?n Vermes	HUN	Hungary	Silver	02:16.9	M:S:DD	136.93
1980	Swimming	200m Breaststroke Men	Men	Arsen Miskarov	URS	Russia	Bronze	02:17.3	M:S:DD	137.28
1980	Swimming	200m Breaststroke Women	Women	Lina Kaciusyte	URS	Russia	Gold	02:29.5	M:S:DD	149.54
1980	Swimming	200m Breaststroke Women	Women	Svetlana Varganova	URS	Russia	Silver	02:29.6	M:S:DD	149.61
1980	Swimming	200m Breaststroke Women	Women	Yuliya Bogdanova	URS	Russia	Bronze	02:32.4	M:S:DD	152.39
1980	Swimming	200m Butterfly Men	Men	Sergey Fesenko	URS	Russia	Gold	01:59.8	M:S:DD	119.76
1980	Swimming	200m Butterfly Men	Men	Phillip Hubble	GBR	Great Britain	Silver	02:01.2	M:S:DD	121.2
1980	Swimming	200m Butterfly Men	Men	Roger Pyttel	GDR	Germany	Bronze	02:01.4	M:S:DD	121.39
1980	Swimming	200m Butterfly Women	Women	Ines Gei?ler	GDR	Germany	Gold	02:10.4	M:S:DD	130.44
1980	Swimming	200m Butterfly Women	Women	Sybille Sch?nrock	GDR	Germany	Silver	02:10.5	M:S:DD	130.45
1980	Swimming	200m Butterfly Women	Women	Michelle Ford	AUS	Australia	Bronze	02:11.7	M:S:DD	131.66
1980	Swimming	200m Freestyle Men	Men	Sergey Koplyakov	URS	Russia	Gold	01:49.8	M:S:DD	109.81
1980	Swimming	200m Freestyle Men	Men	Andrey Krylov	URS	Russia	Silver	01:50.8	M:S:DD	110.76
1980	Swimming	200m Freestyle Men	Men	Graeme Brewer	AUS	Australia	Bronze	01:51.6	M:S:DD	111.6
1980	Swimming	200m Freestyle Women	Women	Barbara Krause	GDR	Germany	Gold	01:58.3	M:S:DD	118.33
1980	Swimming	200m Freestyle Women	Women	Ines Diers	GDR	Germany	Silver	01:59.6	M:S:DD	119.64
1980	Swimming	200m Freestyle Women	Women	Carmela Schmidt	GDR	Germany	Bronze	02:01.4	M:S:DD	121.44
1980	Swimming	400m Freestyle Men	Men	Vladimir Salnikov	URS	Russia	Gold	03:51.3	M:S:DD	231.31
1980	Swimming	400m Freestyle Men	Men	Andrey Krylov	URS	Russia	Silver	03:53.2	M:S:DD	233.24
1980	Swimming	400m Freestyle Men	Men	Ivar Stukolkin	URS	Russia	Bronze	03:54.0	M:S:DD	233.95
1980	Swimming	400m Freestyle Women	Women	Ines Diers	GDR	Germany	Gold	04:08.8	M:S:DD	248.76
1980	Swimming	400m Freestyle Women	Women	Petra Schneider	GDR	Germany	Silver	04:09.2	M:S:DD	249.16
1980	Swimming	400m Freestyle Women	Women	Carmela Schmidt	GDR	Germany	Bronze	04:10.9	M:S:DD	250.86
1980	Swimming	400m Individual Medley Men	Men	Aleksandr Sidorenko	URS	Russia	Gold	04:22.9	M:S:DD	262.89
1980	Swimming	400m Individual Medley Men	Men	Sergey Fesenko	URS	Russia	Silver	04:23.4	M:S:DD	263.43
1980	Swimming	400m Individual Medley Men	Men	Zolt?n Verraszt?	HUN	Hungary	Bronze	04:24.2	M:S:DD	264.24
1980	Swimming	400m Individual Medley Women	Women	Petra Schneider	GDR	Germany	Gold	04:36.3	M:S:DD	276.29
1980	Swimming	400m Individual Medley Women	Women	Sharron Davies	GBR	Great Britain	Silver	04:46.8	M:S:DD	286.83
1980	Swimming	400m Individual Medley Women	Women	Agnieszka Czopek	POL	Poland	Bronze	04:48.2	M:S:DD	288.17
1980	Swimming	4x100m Freestyle Relay Women	Women	"Ines Diers, Sarina H?lsenbeck, Barbara Krause, Caren Metschuck"	GDR	Germany	Gold	03:42.7	M:S:DD	222.71
1980	Swimming	4x100m Freestyle Relay Women	Women	"Carina Ljungdahl, Agneta Eriksson, Tina Gustafsson, Agneta M?tensson"	SWE	Sweden	Silver	03:48.9	M:S:DD	228.93
1980	Swimming	4x100m Freestyle Relay Women	Women	"Conny van Bentum, Wilma van Velsen, Reggie de Jong, Annelies Maas"	NED	Netherlands	Bronze	03:49.5	M:S:DD	229.51
1980	Swimming	4x100m Medley Relay Men	Men	"Mark Kerry, Neil Brooks, Peter Evans, Mark Tonelli"	AUS	Australia	Gold	03:45.7	M:S:DD	225.7
1980	Swimming	4x100m Medley Relay Men	Men	"Yevgeny Seredin, Sergey Koplyakov, Viktor Kuznetsov, Arsen Miskarov"	URS	Russia	Silver	03:45.9	M:S:DD	225.92
1980	Swimming	4x100m Medley Relay Men	Men	"David Lowe, Duncan Goodhew, Gary Abraham, Trevor Smith"	GBR	Great Britain	Bronze	03:47.7	M:S:DD	227.71
1980	Swimming	4x100m Medley Relay Women	Women	"Caren Metschuck, Andrea Pollack, Ute Geweniger, Rica Reinisch"	GDR	Germany	Gold	04:06.7	M:S:DD	246.67
1980	Swimming	4x100m Medley Relay Women	Women	"June Croft, Ann Osgerby, Margaret Kelly, Helen Jameson"	GBR	Great Britain	Silver	04:12.2	M:S:DD	252.24
1980	Swimming	4x100m Medley Relay Women	Women	"Yelena Kruglova, Alla Grishchenkova, Natalya Strunnikova, Elvira Vasilkova"	URS	Russia	Bronze	04:13.6	M:S:DD	253.61
1980	Swimming	4x200m Freestyle Relay Men	Men	"Ivar Stukolkin, Vladimir Salnikov, Andrey Krylov, Sergey Koplyakov"	URS	Russia	Gold	07:23.5	M:S:DD	443.5
1980	Swimming	4x200m Freestyle Relay Men	Men	"Frank Pf?tze, Detlev Grabs, Rainer Strohbach, J?rg Woithe"	GDR	Germany	Silver	07:28.6	M:S:DD	448.6
1980	Swimming	4x200m Freestyle Relay Men	Men	"Djan Madruga, Jorge Fernandes, Ciro Marques Delgado, Marcus Mattioli"	BRA	Brazil	Bronze	07:29.3	M:S:DD	449.3
1980	Swimming	800m Freestyle Women	Women	Michelle Ford	AUS	Australia	Gold	08:28.9	M:S:DD	508.9
1980	Swimming	800m Freestyle Women	Women	Ines Diers	GDR	Germany	Silver	08:32.5	M:S:DD	512.55
1980	Swimming	800m Freestyle Women	Women	Heike D?hne	GDR	Germany	Bronze	08:33.5	M:S:DD	513.48
1984	Athletics	10000m Men	Men	Alberto Cova	ITA	Italy	Gold	27:47.5	M:SS:DD	1667.54
1984	Athletics	10000m Men	Men	Mike McLeod	GBR	Great Britain	Silver	28:06.2	M:SS:DD	1686.22
1984	Athletics	10000m Men	Men	Mike Musyoki	KEN	Kenya	Bronze	28:06.5	M:SS:DD	1686.46
1984	Athletics	100m Hurdles Women	Women	Benita Fitzgerald-Brown	USA	United States of America	Gold	12.84	#:DD	12.84
1984	Athletics	100m Hurdles Women	Women	Shirley Strong	GBR	Great Britain	Silver	12.88	#:DD	12.88
1984	Athletics	100m Hurdles Women	Women	Kim Turner	USA	United States of America	Bronze	13.06	#:DD	13.06
1984	Athletics	100m Hurdles Women	Women	Mich?le Chardonnet	FRA	France	Bronze	13.06	#:DD	13.06
1984	Athletics	100m Men	Men	Carl Lewis	USA	United States of America	Gold	9.99	#:DD	9.99
1984	Athletics	100m Men	Men	Sam Graddy	USA	United States of America	Silver	10.19	#:DD	10.19
1984	Athletics	100m Men	Men	Ben Johnson	CAN	Canada	Bronze	10.22	#:DD	10.22
1984	Athletics	100m Women	Women	Evelyn Ashford	USA	United States of America	Gold	10.97	#:DD	10.97
1984	Athletics	100m Women	Women	Alice Brown	USA	United States of America	Silver	11.13	#:DD	11.13
1984	Athletics	100m Women	Women	Merlene Ottey-Page	JAM	Jamaica	Bronze	11.16	#:DD	11.16
1984	Athletics	110m Hurdles Men	Men	Roger Kingdom	USA	United States of America	Gold	13.2	#:DD	13.2
1984	Athletics	110m Hurdles Men	Men	Greg Foster	USA	United States of America	Silver	13.23	#:DD	13.23
1984	Athletics	110m Hurdles Men	Men	Arto Bryggare	FIN	Finland	Bronze	13.4	#:DD	13.4
1984	Athletics	1500m Men	Men	Sebastian Coe	GBR	Great Britain	Gold	03:32.5	M:SS:DD	212.53
1984	Athletics	1500m Men	Men	Steve Cram	GBR	Great Britain	Silver	03:33.4	M:SS:DD	213.4
1984	Athletics	1500m Men	Men	Jos? Abascal	ESP	Spain	Bronze	03:34.3	M:SS:DD	214.3
1984	Athletics	1500m Women	Women	Gabriella Dorio	ITA	Italy	Gold	04:03.2	M:SS:DD	243.25
1984	Athletics	1500m Women	Women	Doina Melinte	ROM	Romania	Silver	04:03.8	M:SS:DD	243.76
1984	Athletics	1500m Women	Women	Maricica Puica	ROM	Romania	Bronze	04:04.1	M:SS:DD	244.15
1984	Athletics	200m Men	Men	Carl Lewis	USA	United States of America	Gold	19.8	#:DD	19.8
1984	Athletics	200m Men	Men	Kirk Baptiste	USA	United States of America	Silver	19.96	#:DD	19.96
1984	Athletics	200m Men	Men	Thomas Jefferson	USA	United States of America	Bronze	20.26	#:DD	20.26
1984	Athletics	200m Women	Women	Valerie Brisco-Hooks	USA	United States of America	Gold	21.81	#:DD	21.81
1984	Athletics	200m Women	Women	Florence Griffith-Joyner	USA	United States of America	Silver	22.04	#:DD	22.04
1984	Athletics	200m Women	Women	Merlene Ottey-Page	JAM	Jamaica	Bronze	22.09	#:DD	22.09
1984	Athletics	20km Walk Men	Men	Ernesto Canto	MEX	Mexico	Gold	01:23:13	H:MM:SS	4993
1984	Athletics	20km Walk Men	Men	Ra?l Gonz?lez	MEX	Mexico	Silver	01:23:20	H:MM:SS	5000
1984	Athletics	20km Walk Men	Men	Maurizio Damilano	ITA	Italy	Bronze	01:23:26	H:MM:SS	5006
1984	Athletics	3000m Steeplechase Men	Men	Julius Korir	KEN	Kenya	Gold	08:11.8	M:SS:DD	491.8
1984	Athletics	3000m Steeplechase Men	Men	Joseph Mahmoud	FRA	France	Silver	08:13.3	M:SS:DD	493.31
1984	Athletics	3000m Steeplechase Men	Men	Brian Diemer	USA	United States of America	Bronze	08:14.1	M:SS:DD	494.06
1984	Athletics	400m Hurdles Men	Men	Edwin Moses	USA	United States of America	Gold	47.75	#:DD	47.75
1984	Athletics	400m Hurdles Men	Men	Danny Harris	USA	United States of America	Silver	48.13	#:DD	48.13
1984	Athletics	400m Hurdles Men	Men	Harald Schmid	FRG	Germany	Bronze	48.19	#:DD	48.19
1984	Athletics	400m Hurdles Women	Women	Nawal El Moutawakel	MAR	Morocco	Gold	54.61	#:DD	54.61
1984	Athletics	400m Hurdles Women	Women	Judi Brown	USA	United States of America	Silver	55.2	#:DD	55.2
1984	Athletics	400m Hurdles Women	Women	Cristiena Cojocaru	ROM	Romania	Bronze	55.41	#:DD	55.41
1984	Athletics	400m Men	Men	Alonzo Babers	USA	United States of America	Gold	44.27	#:DD	44.27
1984	Athletics	400m Men	Men	Gabriel Tiacoh	CIV	Cote d'Ivoire	Silver	44.54	#:DD	44.54
1984	Athletics	400m Men	Men	Antonio McKay	USA	United States of America	Bronze	44.71	#:DD	44.71
1984	Athletics	400m Women	Women	Valerie Brisco-Hooks	USA	United States of America	Gold	48.83	#:DD	48.83
1984	Athletics	400m Women	Women	Chandra Cheeseborough	USA	United States of America	Silver	49.05	#:DD	49.05
1984	Athletics	400m Women	Women	Kathryn Smallwood-Cook	GBR	Great Britain	Bronze	49.42	#:DD	49.42
1984	Athletics	4x100m Relay Men	Men	"Sam Graddy, Ron Brown, Carl Lewis, Calvin Smith"	USA	United States of America	Gold	37.83	#:DD	37.83
1984	Athletics	4x100m Relay Men	Men	"Ray Stewart, Don Quarrie, Al Lawrence, Greg Meghoo"	JAM	Jamaica	Silver	38.62	#:DD	38.62
1984	Athletics	4x100m Relay Men	Men	"Ben Johnson, Tony Sharpe, Sterling Hinds, Desai Williams"	CAN	Canada	Bronze	38.7	#:DD	38.7
1984	Athletics	4x100m Relay Women	Women	"Chandra Cheeseborough, Jeanette Bolden, Alice Brown, Evelyn Ashford"	USA	United States of America	Gold	41.65	#:DD	41.65
1984	Athletics	4x100m Relay Women	Women	"Angela Bailey, France Gareau, Angella Taylor, Marita Payne"	CAN	Canada	Silver	42.77	#:DD	42.77
1984	Athletics	4x100m Relay Women	Women	"Kathryn Smallwood-Cook, Simmone Jacobs, Beverley Goddard-Callender, Heather Hunte"	GBR	Great Britain	Bronze	43.11	#:DD	43.11
1984	Athletics	4x400m Relay Men	Men	"Ray Armstead, Alonzo Babers, Antonio McKay, Sunder Nix"	USA	United States of America	Gold	02:57.9	M:SS:DD	177.91
1984	Athletics	4x400m Relay Men	Men	"Kriss Akabusi, Todd Bennett, Phil Brown, Garry Cook"	GBR	Great Britain	Silver	02:59.1	M:SS:DD	179.13
1984	Athletics	4x400m Relay Men	Men	"Innocent Egbunike, Rotimi Peters, Moses Ugbusie, Sunday Uti"	NGR	Nigeria	Bronze	02:59.3	M:SS:DD	179.32
1984	Athletics	4x400m Relay Women	Women	"Sherri Howard, Valerie Brisco-Hooks, Chandra Cheeseborough"	USA	United States of America	Gold	03:18.3	M:SS:DD	198.29
1984	Athletics	4x400m Relay Women	Women	"Charmaine Crooks, Molly Killingbeck, Marita Payne, Jillian Richardson"	CAN	Canada	Silver	03:21.2	M:SS:DD	201.21
1984	Athletics	4x400m Relay Women	Women	"Heike Schulte-Mattler, Ute Thimm, Heide-Elke Gaugel, Gaby Bu?mann"	FRG	Germany	Bronze	03:23.0	M:SS:DD	202.98
1984	Athletics	5000m Men	Men	Sa?d Aouita	MAR	Morocco	Gold	13:05.6	M:SS:DD	785.59
1984	Athletics	5000m Men	Men	Markus Ryffel	SUI	Switzerland	Silver	13:07.5	M:SS:DD	787.54
1984	Athletics	5000m Men	Men	Antonio Leit?o	POR	Portugal	Bronze	13:09.2	M:SS:DD	789.2
1984	Athletics	50km Walk Men	Men	Ra?l Gonz?lez	MEX	Mexico	Gold	03:47:26	H:MM:SS	13646
1984	Athletics	50km Walk Men	Men	Bo Gustafsson	SWE	Sweden	Silver	03:53:19	H:MM:SS	13999
1984	Athletics	50km Walk Men	Men	Sandro Bellucci	ITA	Italy	Bronze	03:53:45	H:MM:SS	14025
1984	Athletics	800m Men	Men	Joaquim Cruz	BRA	Brazil	Gold	01:43.0	M:SS:DD	103
1984	Athletics	800m Men	Men	Sebastian Coe	GBR	Great Britain	Silver	01:43.6	M:SS:DD	103.64
1984	Athletics	800m Men	Men	Earl Jones	USA	United States of America	Bronze	01:43.8	M:SS:DD	103.83
1984	Athletics	800m Women	Women	Doina Melinte	ROM	Romania	Gold	01:57.6	M:SS:DD	117.6
1984	Athletics	800m Women	Women	Kim Gallagher	USA	United States of America	Silver	01:58.6	M:SS:DD	118.63
1984	Athletics	800m Women	Women	Fita Lovin	ROM	Romania	Bronze	01:58.8	M:SS:DD	118.83
1984	Athletics	Marathon Men	Men	Carlos Sousa Lopes	POR	Portugal	Gold	02:09:21	H:MM:SS	7761
1984	Athletics	Marathon Men	Men	John Treacy	IRL	Ireland	Silver	02:09:56	H:MM:SS	7796
1984	Athletics	Marathon Men	Men	Charles Spedding	GBR	Great Britain	Bronze	02:09:58	H:MM:SS	7798
1984	Athletics	Marathon Women	Women	Joan Benoit	USA	United States of America	Gold	02:24:52	H:MM:SS	8692
1984	Athletics	Marathon Women	Women	Grete Waitz	NOR	Norway	Silver	02:26:18	H:MM:SS	8778
1984	Athletics	Marathon Women	Women	Rosa Mota	POR	Portugal	Bronze	02:26:57	H:MM:SS	8817
1984	Canoeing	C1 1000m Canadian Singles Men	Men	Ulrich Eicke	FRG	Germany	Gold	04:06.3	M:S:DD	246.32
1984	Canoeing	C1 1000m Canadian Singles Men	Men	Larry Cain	CAN	Canada	Silver	04:08.7	M:S:DD	248.67
1984	Canoeing	C1 1000m Canadian Singles Men	Men	Henning Jakobsen	DEN	Denmark	Bronze	04:09.5	M:S:DD	249.51
1984	Canoeing	C1 500m Canadian Singles Men	Men	Larry Cain	CAN	Canada	Gold	01:57.0	M:S:DD	117.01
1984	Canoeing	C1 500m Canadian Singles Men	Men	Henning Jakobsen	DEN	Denmark	Silver	01:58.4	M:S:DD	118.45
1984	Canoeing	C1 500m Canadian Singles Men	Men	Costica Olaru	ROM	Romania	Bronze	01:59.9	M:S:DD	119.86
1984	Canoeing	C2 1000m Canadian Pairs Men	Men	"Ivan Patzaichin, Toma Simionov"	ROM	Romania	Gold	03:40.6	M:S:DD	220.6
1984	Canoeing	C2 1000m Canadian Pairs Men	Men	"Mirko Nisovic, Matija Ljubek"	YUG	Yugoslavia	Silver	03:41.6	M:S:DD	221.56
1984	Canoeing	C2 1000m Canadian Pairs Men	Men	"Didier Hoyer, Eric Renaud"	FRA	France	Bronze	03:48.0	M:S:DD	228.01
1984	Canoeing	C2 500m Canadian Pairs Men	Men	"Matija Ljubek, Mirko Nisovic"	YUG	Yugoslavia	Gold	01:43.7	M:S:DD	103.67
1984	Canoeing	C2 500m Canadian Pairs Men	Men	"Ivan Patzaichin, Toma Simionov"	ROM	Romania	Silver	01:45.7	M:S:DD	105.68
1984	Canoeing	C2 500m Canadian Pairs Men	Men	"Narcisco Su?rez, Enrique Miguez"	ESP	Spain	Bronze	01:47.7	M:S:DD	107.71
1984	Canoeing	K1 1000m Kayak Singles Men	Men	Alan Thompson	NZL	New Zealand	Gold	03:45.7	M:S:DD	225.73
1984	Canoeing	K1 1000m Kayak Singles Men	Men	Milan Janic	YUG	Yugoslavia	Silver	03:46.9	M:S:DD	226.88
1984	Canoeing	K1 1000m Kayak Singles Men	Men	Greg Barton	USA	United States of America	Bronze	03:47.4	M:S:DD	227.38
1984	Canoeing	K1 500m Kayak Singles Men	Men	Ian Ferguson	NZL	New Zealand	Gold	01:47.8	M:S:DD	107.84
1984	Canoeing	K1 500m Kayak Singles Men	Men	Lars-Erik Moberg	SWE	Sweden	Silver	01:48.2	M:S:DD	108.18
1984	Canoeing	K1 500m Kayak Singles Men	Men	Bernard Bregeon	FRA	France	Bronze	01:48.4	M:S:DD	108.41
1984	Canoeing	K1 500m Kayak Singles Women	Women	Agneta Andersson	SWE	Sweden	Gold	01:58.7	M:S:DD	118.72
1984	Canoeing	K1 500m Kayak Singles Women	Women	Barbara Sch?ttpelz	FRG	Germany	Silver	01:59.9	M:S:DD	119.93
1984	Canoeing	K1 500m Kayak Singles Women	Women	Annemiek Derckx	NED	Netherlands	Bronze	02:00.1	M:S:DD	120.11
1984	Canoeing	K2 1000m Kayak Pairs Men	Men	"Alwyn Morris, Hugh Fisher"	CAN	Canada	Gold	03:24.2	M:S:DD	204.22
1984	Canoeing	K2 1000m Kayak Pairs Men	Men	"Patrick Lefoulon, Bernard Bregeon"	FRA	France	Silver	03:26.0	M:S:DD	205.97
1984	Canoeing	K2 1000m Kayak Pairs Men	Men	"Barry Kelly, Grant Kenny"	AUS	Australia	Bronze	03:26.8	M:S:DD	206.8
1984	Canoeing	K2 500m Kayak Pairs Men	Men	"Ian Ferguson, Paul MacDonald"	NZL	New Zealand	Gold	01:34.2	M:S:DD	94.21
1984	Canoeing	K2 500m Kayak Pairs Men	Men	"Lars-Erik Moberg, Per-Inge Bengtsson"	SWE	Sweden	Silver	01:35.3	M:S:DD	95.26
1984	Canoeing	K2 500m Kayak Pairs Men	Men	"Hugh Fisher, Alwyn Morris"	CAN	Canada	Bronze	01:35.4	M:S:DD	95.41
1984	Canoeing	K2 500m Kayak Pairs Women	Women	"Agneta Andersson, Anna Olsson"	SWE	Sweden	Gold	01:45.3	M:S:DD	105.25
1984	Canoeing	K2 500m Kayak Pairs Women	Women	"Alexandra Barr?, Sue Holloway"	CAN	Canada	Silver	01:47.1	M:S:DD	107.13
1984	Canoeing	K2 500m Kayak Pairs Women	Women	"Josefa Idem, Barbara Sch?ttpelz"	FRG	Germany	Bronze	01:47.3	M:S:DD	107.32
1984	Canoeing	K4 1000m Kayak Fours Men	Men	"Ian Ferguson, Grant Bramwell, Paul MacDonald, Alan Thompson"	NZL	New Zealand	Gold	03:02.3	M:S:DD	182.28
1984	Canoeing	K4 1000m Kayak Fours Men	Men	"Tommy Karls, Lars-Erik Moberg, Thomas Ohlsson, Per-Inge Bengtsson"	SWE	Sweden	Silver	03:02.8	M:S:DD	182.81
1984	Canoeing	K4 1000m Kayak Fours Men	Men	"Philippe Boccara, Pascal Boucherit, Fran?ois Barouh, Didier Vavasseur"	FRA	France	Bronze	03:03.9	M:S:DD	183.94
1984	Canoeing	K4 500m Kayak Fours Women	Women	"Tecla Marinescu-Borcanca, Maria Stefan-Mihoreanu, Nastasia Ionescu, Agafia Constantin-Buhaev"	ROM	Romania	Gold	01:38.3	M:S:DD	98.34
